price,bedrooms,bathrooms,sqft_living,sqft_above
630000,4,2.5,2740,2740
335000,3,1.75,1570,1300
196500,3,1,1320,1320
582800,4,2.75,2550,1440
440000,3,1.75,1560,1250
752500,4,2.25,2360,2360
532500,3,1.75,1330,1210
265000,3,1,1070,1070
397500,3,1.25,1510,810
524250,3,2.5,1710,1710
765000,4,2.75,2790,2790
648000,4,2.5,2620,2620
469500,5,2.5,2970,1670
237500,3,1.75,1050,1050
216000,3,1,1280,1280
427200,3,1,1030,1030
280000,3,2.25,1900,1390
718000,5,3,3070,1740
420000,2,2.75,1760,1760
379000,2,1,930,930
326100,2,1,880,880
535000,3,2.5,1360,1310
283000,4,2.75,2130,1560
260000,3,1,1480,1120
399000,4,1,1500,1500
484950,3,2.25,1670,1670
640000,4,1.75,2060,2060
585000,4,2.5,2160,1660
645000,4,2,2780,1190
253000,3,2,1490,1490
178500,2,1,740,740
291000,4,2.5,1860,1860
199950,2,2.75,1590,1590
553500,2,1,850,850
189950,2,1,1030,1030
289000,3,2,1850,1850
700000,4,2,1830,1830
270000,3,2,1560,1560
258000,4,1.75,1730,1230
530000,3,2.5,1930,1930
245000,3,2.25,1422,1422
563000,3,2,1380,1380
515000,3,2.5,2430,2430
325000,4,2.5,2610,2610
540000,3,2.25,2000,2000
280300,2,1,920,490
460000,4,1.75,1750,1050
475000,3,1.75,2020,1180
900000,4,2.25,2460,2460
538200,4,3,1780,1780
429000,2,1,1080,1080
164808,3,1,1250,1250
520000,4,2.25,1870,1870
475000,3,1.75,1700,1230
283000,4,1.5,1480,1480
321500,4,2.5,1930,1930
840000,4,2.75,3130,3130
287000,3,2.25,1370,1370
375000,3,1.75,960,960
349500,3,1.75,1260,1260
446450,3,1.5,1480,1480
315000,4,2.5,1930,1930
271310,2,1,870,870
315000,4,1,1300,1300
245000,3,1.75,1490,1490
543115,2,1,1380,1030
900000,4,2,1190,1190
2.45E+06,4,4.25,4250,2870
554000,2,2,1920,1920
249900,3,1.75,2080,2080
768000,3,2.5,3220,2690
980000,4,3,3680,2060
395000,5,2.5,2070,1270
415000,3,1.75,1480,1480
380000,4,2.5,2000,2000
566000,3,2.5,1560,1560
218500,2,1,1600,1390
550000,4,2.5,1940,1140
512031,3,1.75,1540,770
197500,2,1,820,820
470000,3,2.25,1780,1230
590000,3,1.75,1560,1560
465000,4,2.25,2210,1270
499000,2,1.75,2040,2040
515000,3,2.25,1920,1920
716500,3,1.75,1930,1230
410000,3,2,1700,890
850000,4,3.25,3450,2450
1.05E+06,4,3.25,3440,3440
648000,4,2.5,2380,2380
620000,4,2.25,2400,1460
935000,4,4.5,5670,5670
379000,3,1,1140,1140
699000,3,1.75,1670,1270
528000,4,2.25,1910,1280
425000,3,1.75,1560,1560
249500,2,1.75,1500,1500
1.04E+06,5,3.25,4475,4475
790000,4,2.75,2840,1640
399950,3,1,1020,1020
275000,3,1.5,1410,1410
550000,3,1,1520,1520
140000,1,1,730,730
250000,3,1,1190,990
318000,3,2.25,1410,1410
505000,2,1,1240,1240
470500,5,2.5,2500,1300
360000,3,1,1050,1050
1.24E+06,4,2.75,2680,1480
986000,3,2.5,2380,1340
515000,2,1,1060,860
320000,3,1.75,2300,1310
310000,4,3,2010,1090
356700,2,1,1090,730
775000,4,1.75,2320,1510
325000,3,1,1040,1040
208000,4,2.75,1810,1810
825000,2,1,1150,1150
515000,3,2.5,2360,2360
490000,3,1.5,1970,1420
675000,4,3,2690,2690
360000,4,2.5,2080,1040
550000,4,2.5,2080,1040
225000,3,1.5,1370,1370
500000,3,2.75,3410,3410
385000,4,2,1850,1850
837700,5,2.75,3010,3010
448000,3,2.25,1530,1530
730000,5,1.75,2690,1420
575000,4,1.5,2810,1490
430000,3,1.75,1810,1240
435000,3,2.5,1560,1560
241000,3,1,1010,1010
453500,2,1.75,1000,600
285000,2,1.5,990,990
151000,2,1,720,720
1.57E+06,5,4.5,6070,6070
631000,5,2,2270,2270
285000,2,2.5,1380,1140
195000,3,1,1260,840
817500,4,2.5,2910,2910
550000,3,2,1810,1810
1.13E+06,4,2.5,3160,3160
609850,2,2.75,1910,1910
200000,3,1,1230,1230
367000,4,2.5,2960,2960
285167,3,2.25,2200,2200
275000,2,1.5,1270,1270
350900,4,2.5,2540,2540
660000,4,3.25,3030,3030
525000,3,1.75,1520,1520
262000,4,2.5,1560,1560
690000,2,1,970,970
624000,5,3.75,3570,3570
353000,3,1,1350,860
552500,4,3.5,3710,2290
224500,4,1,1430,1430
239000,3,1,940,940
975000,5,4.5,4300,4300
1.20E+06,4,1.75,3990,3990
505000,3,1,1380,1380
302000,4,1.75,2020,1010
170000,3,1,1480,780
195000,2,1,1190,1190
272000,5,1.5,2550,1560
369000,5,1.5,2550,1560
332500,3,1.5,1500,1500
515000,3,2.5,3000,1760
269000,3,1,1690,1020
1.28E+06,4,4,4390,2430
303000,3,2.5,1560,1560
420000,7,3,2940,1690
400000,3,1,1130,990
225000,3,1,1020,1020
219000,2,2,1310,1310
605000,3,2.5,2570,2570
625000,4,2,2020,1010
380000,5,2,1680,840
620000,4,2,1770,1770
687500,4,2.75,3190,3190
225500,4,2,1440,1440
252500,3,2,1150,1150
510000,3,2.5,1860,1860
510000,4,2.5,2430,2430
725000,3,2.5,1940,1940
75000,1,0,670,670
492000,2,1,880,880
425000,4,2.5,1930,1330
1.96E+06,4,2.75,3120,1560
298900,3,2.5,1830,1830
699000,4,2.5,3230,3230
310000,2,1,700,700
350000,3,1.75,1010,1010
790000,4,1.75,2460,1410
305000,4,2.5,2230,2230
315000,3,2.5,1570,1570
267500,5,3.5,2390,2390
1.75E+06,4,3.25,3460,3020
435000,6,3.5,2400,1640
482500,6,4.5,2940,2940
5.11E+06,5,5.25,8010,5990
439995,3,1.75,1570,1570
460000,3,3,1520,1180
194000,3,1,1070,1070
290000,2,0.75,440,440
274700,4,2,2440,1220
900000,4,2.5,2660,1800
1.15E+06,4,4,4460,4460
605000,3,2.5,2010,2010
359000,3,2.5,1450,1450
850000,3,1.75,1400,1400
505000,3,2,1500,1500
565000,3,2.5,2500,2500
585000,2,1.75,1280,1000
328000,4,3.25,3380,2420
749950,4,2.75,2910,2210
826000,4,2.5,3060,3060
535000,3,1,1330,1330
925000,4,2.5,3300,3300
875000,3,3.5,3250,2500
902000,4,2.25,2530,1570
423000,3,1,1830,1830
235000,3,1,1170,1170
545000,2,2,2930,1680
343000,2,1,1230,1230
334950,3,2.5,1620,1620
405000,3,1.75,1760,1160
220000,4,1,1440,1440
173000,2,1,1740,1050
655000,3,1,1270,1270
406000,2,1,880,880
632000,6,2.5,2560,1370
357000,5,2.75,1540,1140
361000,3,1.75,1150,1150
277000,2,1,770,770
630000,4,3.75,4610,2500
254000,3,2.5,1850,1850
472800,3,2.25,1840,1290
263000,3,1.75,1490,700
510000,3,1.75,1490,700
179950,3,1,960,960
525000,4,2.25,1580,1160
479000,3,2.5,1260,1260
651000,3,2,1940,970
949000,4,1.75,2490,1240
392400,5,2.5,2520,1890
585000,4,1.75,1760,920
460000,4,2.5,4190,4190
470000,3,1,1170,870
245000,3,2.5,1600,1600
500000,4,2,2760,1800
455000,3,2.5,2090,2090
485500,4,2.5,2320,2320
1.88E+06,5,3.25,4110,3150
100000,2,1,770,770
307000,3,1.75,1410,1410
475000,4,3.5,3660,2660
330000,4,2.5,2180,1190
130000,3,1,1110,1110
320000,3,2.5,2280,2280
735000,4,2.5,2820,2050
365000,4,2.5,1570,800
234000,3,1.5,1200,1200
211000,4,2,1710,1710
680000,6,3.5,3000,2400
457000,4,3,2800,2800
349000,3,2.25,1640,1640
360000,3,2.75,2030,1210
350000,4,2.5,2530,2530
208000,3,1,990,990
250275,2,1,790,790
435000,2,1,790,790
270000,3,1.75,1800,1470
438000,3,1.75,1650,1650
659000,4,2,1980,1980
645000,4,2.75,2340,1310
685100,4,2.5,2790,2790
350000,7,3,2800,1400
375000,2,1,1840,1840
170000,3,1.5,1350,1350
880000,4,2.5,3030,3030
410500,4,2.5,1980,1980
780000,4,2.5,3690,3690
1.23E+06,5,4.5,3732,2932
449000,2,1.75,1510,1510
546000,3,1.75,2000,1110
317000,3,2,1760,1060
276900,3,1,1270,1270
399000,5,2,2620,1420
495000,5,2.75,2630,1690
258000,3,1.75,2270,1330
600000,2,2.5,2410,1940
265000,3,2.75,1120,1120
321000,5,2.75,3030,1540
682000,5,2.25,2120,1720
295700,4,2.5,1720,1720
609000,4,2.5,2150,2150
995000,3,4.5,4380,3720
530000,3,2.25,2010,2010
614000,5,2.5,3150,1870
390000,3,2.5,2500,1770
467000,3,2.5,1690,1690
484000,6,2.5,3300,2060
340000,3,2.5,1240,1240
302495,3,2.5,2200,2200
532500,3,1.75,1620,980
441500,3,2.5,2420,1780
470000,4,2.5,2680,1530
2.30E+06,4,3.25,4250,4250
590000,3,2.5,2400,2400
320000,3,1.75,2300,1770
363000,2,2,920,800
747500,4,2.25,2350,2350
750000,2,2.5,2630,2630
831000,4,3,2170,1610
403000,3,2.5,1700,1700
445000,3,2.5,2470,2470
345000,3,1,1250,1250
2.26E+06,3,3.5,3110,3110
371025,3,2,1530,1530
355000,2,1,960,960
270000,3,1,1240,1240
425000,4,2.75,2440,2440
364808,3,1.75,2320,1620
320000,3,2.25,1580,1200
325000,4,2.5,2963,2963
350000,3,2.25,2470,2230
170000,3,1.5,1370,1370
255000,2,1,960,960
550000,3,1,1130,880
835000,4,4.25,4930,4930
420000,3,1,1150,800
925000,4,2.5,2190,2190
389250,2,1.5,1490,930
748000,3,2.5,2600,1300
284000,3,1.75,1530,1200
588000,4,2,1680,980
372500,3,1.75,1680,1680
285000,4,3,1900,1900
360000,3,1,1570,1570
275000,3,1,1370,1150
428000,2,2,1350,1350
847000,6,2.5,3010,3010
316000,3,1,1010,1010
375000,3,2.5,2050,2050
533000,3,1,1670,1170
556000,5,2.5,3840,3840
225000,4,2,2220,1200
537250,4,2.5,2590,1640
255000,3,1,1180,1180
530000,4,2.5,2950,2950
5.30E+06,6,6,7390,5000
595000,3,2.75,2150,2150
548000,4,2,2100,2100
234975,3,1.75,1650,1100
600000,3,1.75,1620,1430
432000,4,1,1750,1750
455000,3,1.5,1380,1380
279950,3,1.75,1510,1210
267500,3,1.5,1600,1600
620000,4,2.5,1840,1840
110000,2,1,830,830
625000,3,3.5,1810,1440
389000,2,1,910,910
1.20E+06,4,2,2120,2120
788500,4,2.25,2510,2510
567000,5,2.25,2100,1600
515000,2,2.25,2690,1870
605000,4,2.5,2430,1590
430000,4,3.75,2452,2452
805000,2,1.75,1550,1550
567500,3,2.5,2080,2080
647500,3,1.75,1290,1290
495000,2,1.75,1850,1850
825000,4,2.5,3370,3370
435000,4,2.25,2730,2730
445950,3,1.75,1300,1300
960000,5,2.75,3040,3040
780000,4,3,2440,1480
274500,3,2.25,1720,1320
729953,5,3,3230,2000
464950,3,1.5,1200,1030
620000,4,1.75,2350,2350
735000,4,3.5,3100,3100
450000,4,2.25,2040,1400
450000,4,1,2000,1250
842500,4,2.5,2160,2160
360000,3,2,1970,1070
585000,3,2.5,2270,2270
461000,3,2.25,1850,1150
345000,2,1,1350,920
1.08E+06,3,2.5,3280,1680
643000,4,2.5,2270,2270
690000,4,2.5,2820,2820
282000,4,1,1200,1200
549000,3,1.75,2000,1120
815000,3,2,2310,1560
2.20E+06,5,4.25,4640,2860
700000,3,2.25,2330,2330
933399,3,2.5,3940,3110
290000,3,1,1440,1440
372000,4,1.75,1960,1340
450000,2,1.75,1250,790
303700,3,2.5,1981,1981
672000,4,2.5,2440,2440
334000,4,1.5,1150,1150
260000,2,1,1120,1120
749950,3,1.75,1800,1000
330000,4,2.25,2380,2380
830000,5,3,2920,2140
1.13E+06,3,2.25,2790,2790
320000,3,1,1560,910
260000,2,1,1550,1550
225000,3,2,1700,970
279200,1,1,640,640
520000,4,3.5,2680,2040
505000,3,2.5,1860,1860
234000,3,1.75,1490,1010
503000,4,2.5,2470,2470
606000,4,2.25,2390,1740
433500,3,1,1230,780
250000,3,1.5,2840,1510
719000,3,2.5,2120,2120
381000,3,2,1770,1770
267000,3,2.5,2495,2495
275000,1,0.75,1170,880
651000,4,2.5,2740,2740
439000,2,1,1050,850
325000,2,1,1130,1130
490000,2,1,880,880
519900,4,2.5,2403,2403
545000,4,2.75,3410,3410
1.06E+06,4,4,5320,5320
542000,4,1.75,1900,950
465000,4,1.75,1810,1810
408000,2,2,1200,1200
292000,4,2.5,2060,2060
253000,3,1.75,1250,1250
280000,2,1,910,910
658588,3,2.25,2560,2560
635000,4,2.25,1920,1200
439000,4,2.25,2240,2240
300000,3,2.5,1260,1260
345000,3,1.5,1360,1360
283500,4,2.25,2100,2100
425000,2,1,2110,1460
685000,3,1.75,2210,1560
750000,3,2.5,2360,2360
245000,4,1.5,1280,1280
585444,6,3.75,2740,1640
706000,4,2.5,2740,2740
445000,4,2,2630,1830
241000,3,2,1650,1650
1.18E+06,2,2.5,1770,1770
530000,3,1,1500,1050
350000,3,1.5,1430,1130
1.70E+06,4,3.75,3190,3190
389000,3,1,1280,1280
799000,4,2.75,2390,2140
1.40E+06,4,2.5,4040,2020
340895,2,1,920,920
780000,4,2.5,2730,2730
350000,2,1.5,1320,1320
470000,3,2.5,2620,2620
914600,4,3,3180,3180
354000,4,2.5,2900,2900
470000,5,2,1900,1900
715000,3,2,1760,1160
265000,2,1,760,760
2.54E+06,4,3,3710,2760
640000,3,1,1530,1530
290000,4,1.75,1990,1870
480000,5,4.75,3830,2130
535000,3,2,2040,1120
907000,3,1.75,2170,2170
459000,3,1.75,1620,1090
1.36E+06,3,2.5,3600,2310
264950,3,1.5,1470,1070
352950,3,1,1760,1760
491500,3,2.25,2230,1510
1.23E+06,4,3.5,3770,2830
369500,3,1,1200,1200
566000,3,2.5,2090,2090
290000,3,2.25,1500,1210
5.35E+06,5,5,8000,6720
180000,3,1,870,870
215000,2,1,1010,1010
302000,2,1,1010,1010
352500,3,1.75,1860,1160
235867,4,2,1330,1330
500000,3,2.25,1760,1760
382000,3,2.25,1800,1800
515000,5,2.5,1690,990
250000,1,1,660,660
672500,3,2.25,2400,1250
755000,3,2.25,3020,3020
707500,3,1,1500,1500
459000,4,2,1560,960
140000,3,1,1090,1090
495000,2,1,970,970
757000,3,3.25,3190,3190
765000,3,3.25,3190,3190
359000,4,1.5,1890,1890
440000,3,1,1050,1050
400000,4,1.5,1390,1140
652000,3,2,1700,850
260000,3,1.75,1050,1050
1.33E+06,5,3,3340,2120
519500,4,2,1540,1540
650000,3,1,1710,1560
280000,4,2.25,2100,2100
515000,4,1.75,1730,1730
400000,3,2.25,1500,1500
652100,3,2.5,2380,2380
235000,6,3,2180,2180
701000,4,1.5,1840,1840
640000,4,2.5,2341,2341
455800,3,2.5,1690,1690
504750,3,2.5,2490,2490
483000,3,3,2440,2440
530000,3,0.75,920,920
250000,2,1,1030,1030
229950,5,2.75,2000,1260
884744,4,3.5,4210,4210
514000,3,1.5,1610,1080
532000,3,2.25,1910,1430
423000,4,2.5,2660,2660
420000,2,1,820,820
521000,3,1.75,1730,1730
577000,4,2.25,2360,2360
425000,3,1,970,970
495000,4,2.5,2460,2460
340000,3,2.5,2690,2690
499950,3,3.5,1820,1430
1.22E+06,4,3,3470,2370
720000,4,2.75,3370,2110
249000,3,1.5,1700,1010
206135,3,1,1340,1340
300000,5,2.75,2000,2000
612000,6,3,3840,2460
1.10E+06,5,2.5,3890,3890
230000,4,2,1220,1220
850000,3,1,2280,1250
355000,4,2.5,2770,1940
442000,4,2.5,2520,2520
399000,4,3,3060,3060
360000,4,2.5,2390,2390
390000,3,1.75,1320,1320
413000,5,2.5,2900,1650
190000,2,1,700,700
432900,3,2.5,2210,2210
621138,3,2.25,2180,2180
270000,3,2.25,2080,1550
610000,4,2.25,2090,1490
500000,3,2,1720,960
715000,4,2.25,2460,2460
264000,3,1.5,1470,1470
550000,3,1.75,1650,1650
337000,3,2,1690,1690
170000,3,1,970,970
405000,4,2.5,2030,1130
775000,4,2.5,2540,2540
425000,3,2.25,1570,1200
713000,5,2.75,2580,1720
555000,5,2.5,2090,1420
810000,4,2.5,3260,3260
1.25E+06,4,3.75,3830,3830
819000,3,3.5,2130,1530
409900,3,2.5,1690,1410
935000,2,2.5,1780,1780
657500,4,1.75,1620,1380
900000,6,3.75,4210,3280
932800,5,3.25,2980,2980
391000,3,2,1490,1490
420000,4,2.5,2110,2110
1.30E+06,6,3.5,6563,5153
415000,3,1.5,1510,1510
350000,3,1.75,1830,1590
375000,2,1,1230,830
860000,3,1.75,2180,1300
495000,4,2.25,2220,1110
250000,4,2.25,1730,1730
365000,4,2.25,1990,1990
503000,3,2.75,1540,1210
150000,2,1,1100,1100
450000,4,1.75,1640,820
355000,4,3,2590,2590
245000,3,2,1450,1450
265900,3,2,1180,1180
299000,4,2.5,1820,1220
957500,4,2.25,2360,2360
343000,3,1,1120,1120
307500,3,2.25,1646,1646
937500,5,3.75,4210,4210
610000,3,3,2480,1620
720000,3,1.5,1590,1310
610000,4,2,2130,1650
434500,3,1.75,1650,1650
602500,2,2.5,3090,2250
607010,4,2.5,2180,1700
610000,3,1,1800,1040
828500,4,2.5,3720,3720
199990,3,1,1100,1100
294000,3,1.75,1530,1530
789500,4,2.5,3010,3010
797000,3,3.5,3500,3500
539950,5,3,3100,3100
284950,4,1.5,2000,1170
776500,4,1.5,2290,1510
525000,4,2.5,2400,1510
303000,3,2.5,1850,1850
722080,3,3.25,3680,2340
140000,3,1,1060,1060
235000,3,1,1060,1060
440000,3,1,1610,1610
605000,3,1.75,2330,1630
380000,2,1,1210,1060
352000,4,1,1530,980
420000,4,2.25,2270,1360
1.18E+06,4,2,2590,2590
1.38E+06,3,1.5,1850,1850
300000,3,1.5,1500,1500
1.15E+06,4,3.25,4740,4740
453500,2,1.5,1710,1160
443500,3,2,1920,1920
332000,2,1,1150,1150
655000,3,2.5,2320,2320
475000,4,1,1420,1420
372500,3,1.75,1550,1210
1.05E+06,4,2.5,2920,1470
500000,3,1.75,1620,830
900000,6,2.75,2300,2300
327500,3,1,1070,1070
390000,3,1.75,1790,1790
451101,2,1.5,1510,1510
455000,4,1,1340,1340
650000,4,2.5,3350,3350
895000,3,2.5,2500,1910
800000,4,2.25,2350,1510
703770,4,2.25,2550,2550
249950,3,1.75,1320,1320
512000,2,2,1270,610
780000,5,2.5,3480,1980
336000,3,2.25,2820,2820
285000,3,2,2110,1220
229900,3,1.75,1100,1100
667500,4,3,1920,1540
378000,4,2.5,1890,1230
454000,3,2.5,2530,1530
537500,4,2.5,2550,2550
425000,3,1,1550,1550
290000,3,2,1760,1760
349500,3,2,1270,1270
370000,3,2.75,1250,830
549500,3,1.75,1620,1620
245000,2,1,710,710
208000,3,1.75,1070,1070
248000,4,2.25,2320,1160
610000,4,3.25,5450,5450
550000,4,2.5,1670,1670
750000,3,2.75,3010,3010
192000,2,1.75,1340,1340
169317,2,1,790,790
1.20E+06,4,3.5,3400,2790
880000,2,1,1530,1530
210000,1,1,930,930
180500,3,1.5,1540,1010
540000,4,2,1990,1990
520000,3,1.75,2300,2300
177500,3,1.5,1220,1220
415000,3,1.75,2380,1190
495000,4,2.5,2020,1010
325000,3,2.25,1890,1890
440000,2,1.75,1330,1330
411000,3,1.75,1490,1190
810000,5,3.5,3550,2550
561750,5,1.75,2040,1020
835100,4,2.5,2380,2380
450000,3,2.25,1780,1450
238000,3,2.5,1650,1650
299000,3,1,1510,1510
570000,2,1,1100,1100
340000,3,1.75,2190,2190
450000,2,1.75,1760,1040
272750,4,1.5,1800,1330
520000,4,2,2000,1860
284950,3,1,990,990
255000,2,1.5,1480,1480
231500,2,1,1200,1200
415000,1,2,3000,3000
330000,4,2.5,3504,3504
365000,3,1.5,1300,1300
425000,4,2,1330,1330
400000,4,1.75,1850,1120
335000,4,2.5,2240,2240
342000,3,3,1260,1040
490000,8,5,2800,1880
331500,4,1.75,1820,1820
960000,3,2.5,1730,1730
720500,4,2.5,3350,3350
830000,3,2.5,3370,2840
662990,3,1.75,1240,1240
220000,4,2,2340,2340
349950,5,2,1880,940
550000,3,2,1810,1010
396000,3,1.75,2340,1200
635000,4,1.5,2820,2820
293000,3,1,1020,1020
339000,3,2.25,2090,1290
285000,4,2.25,1830,1830
775000,6,2.75,2980,2480
224000,4,1.5,1600,1600
2.25E+06,4,3.5,4440,3140
165050,3,1,1200,1200
275000,3,1.25,1230,1230
445000,5,3,2930,1750
510000,3,2.25,2370,1930
1.23E+06,4,2.5,3040,3040
390000,3,1.5,1610,1060
460000,3,2.25,2350,1390
700000,3,1.75,2000,2000
874150,4,3.5,3530,2570
470000,3,2.25,2220,2220
374000,3,1.75,2000,2000
510000,2,1.75,1210,1210
467000,2,2.5,1140,1140
576000,4,2.5,2440,2440
196440,3,2,1560,1560
825000,4,2.5,3210,3210
281000,2,1,930,930
326000,3,2.5,1782,1782
340000,3,1.75,1740,1740
440000,5,1.75,3690,1890
749000,4,2.5,2930,2930
340000,4,1,1230,1230
561000,3,2,2000,2000
270000,3,2.25,1520,1160
600000,2,1,1040,1040
219900,4,1.5,1120,1120
617000,3,1.75,3020,3020
469000,3,2.25,1820,1820
229000,3,1,1370,1370
1.27E+06,4,3,3130,2290
365000,3,1.5,1640,1290
429000,4,2.5,2650,2650
550000,4,2.5,2850,2850
453000,3,2.5,1820,1220
187500,3,1.5,1180,1180
520500,6,2.5,1880,1640
300000,3,1.75,1280,1280
799000,4,3.25,3120,2370
338000,3,2.5,2470,2470
800000,3,1,1700,1700
360000,2,2,1180,590
442500,6,2.5,2800,1400
700000,4,1,1300,1300
830000,5,3,3040,1970
360400,3,2.5,1630,1630
345000,3,1,1340,1340
300000,3,1.75,1830,1430
350000,3,1,1240,1240
368000,4,2,2500,1540
264000,3,1.75,1760,1760
435000,3,2,2660,2210
200000,3,1.5,2060,2060
620000,5,2.5,2540,1760
1.68E+06,5,4.25,4830,3720
337000,3,1.75,1400,700
1.93E+06,4,3.25,4280,4280
544500,4,2.5,2230,1450
252000,1,1,680,680
445000,4,2.5,2340,2340
379500,3,2.25,2070,2070
189950,4,2,1910,910
469000,3,1,950,950
600000,5,2.75,2910,1510
785000,3,2.5,2930,2930
372000,4,2.75,2610,2610
445000,5,3,3880,3880
508000,4,2.25,3320,2000
780000,5,1.5,1940,1940
541100,4,2.25,2510,2510
729000,4,2.5,2660,2660
397000,3,2,1710,1710
451555,2,1,1320,1320
300000,2,1,960,960
416000,3,2.5,1790,1190
490000,2,1,950,810
480000,6,3.75,2940,2940
368000,2,2,930,670
1.04E+06,3,2.5,4570,4570
545000,3,2.5,2370,1570
850000,5,2.75,3430,3430
550000,4,3.5,3540,3540
600000,3,2.25,2240,2240
535000,4,2.5,2710,1700
599950,3,2.5,2660,2660
531000,5,2.75,2540,1540
530000,4,2.25,2210,2210
597326,4,4,3570,2860
805000,4,2.5,3450,3450
390000,4,1.75,2330,2330
487250,4,2,1690,1550
301000,3,1.5,1030,1030
1.18E+06,5,2.75,2560,2220
299000,4,2.5,1950,1950
2.35E+06,4,2.25,4370,3670
400000,4,2.5,2350,2350
467500,4,2.5,3160,1880
305000,4,2.5,2430,2430
210000,3,1,1340,1340
300000,3,1,1010,1010
327500,3,2.25,1770,1330
269000,3,2,1210,1210
975000,4,3.25,3330,1750
355000,3,1,1240,1060
712000,3,1,1250,1150
883000,4,2.5,2960,2960
190000,2,1,840,840
443000,3,1.75,1530,1200
920000,4,3,3750,3750
285000,4,2.25,2150,1240
901000,4,3.25,1560,1560
552500,3,1.75,2040,1410
256000,2,1,860,860
341000,3,1.5,1720,1720
279000,4,2.25,2090,2090
686000,4,2.25,2130,2130
225000,2,1,1300,1300
215500,2,1.75,1220,1220
950000,4,3,2420,1520
503000,4,2.5,2940,1870
780000,3,2.5,2610,2610
212000,4,2,1880,980
580000,4,2.75,2330,1710
465000,4,2.5,2200,2060
206000,4,2,1720,1720
615000,3,2.5,2250,2250
519000,4,1,1640,1640
1.14E+06,4,3.25,4130,4130
330000,5,2.5,2600,2600
240000,4,1.5,1920,1920
574000,3,2,2060,2060
930000,4,4.25,5710,5710
850000,4,3,2720,2720
415000,3,1.5,1490,1090
480000,3,2.5,2360,1340
300000,5,1,1940,1940
439000,4,2.25,2570,2570
450000,3,1,1160,1160
589000,3,2.5,2660,2660
477000,3,2.25,1260,1260
587500,4,2.25,1780,1310
1.32E+06,4,2.25,3180,3180
1.43E+06,4,2.5,3380,3380
700000,4,2.25,2690,1890
275000,2,1,1180,1180
367500,3,1,1660,1160
453250,4,2.5,2260,2260
607000,5,1.75,1910,1390
255000,4,2,2430,1430
501000,2,2,1300,770
450000,3,1,1060,910
360000,3,2.25,2200,2200
460000,4,1.75,1720,1040
753000,3,1.75,2360,1180
389950,2,1,820,820
469000,2,1,1030,1030
550000,4,1.75,2030,1730
565000,5,3.5,2700,1950
189650,2,1.75,1100,1100
1.53E+06,4,3.25,3620,2350
260000,3,1.75,1340,1340
243000,3,1.75,1790,1040
1.10E+06,4,2.5,3830,2030
249000,3,1.5,1580,1080
720000,2,1,2020,1700
905000,4,2.5,3330,3330
824500,4,2.5,2610,1610
762500,4,2.75,2610,1760
580000,3,2.5,1740,1740
380000,3,2,1840,1840
805000,3,1.75,1080,880
520000,4,1.75,1240,1240
1.57E+06,5,4.5,5620,4700
175000,2,1,1170,1170
353500,4,2.25,1760,1760
500000,4,2.5,2230,1400
386500,3,1.75,1520,1140
210000,2,1,1450,850
439500,3,2.5,1600,940
315000,5,2.5,3220,3220
339000,4,2.5,1830,1830
655000,4,2.25,2200,1430
740000,2,2.5,2170,2170
685000,5,2.5,1900,1900
550000,5,2.5,2960,1480
405000,2,1.75,1710,1330
765000,4,2.25,2620,1430
625000,3,2,2140,1680
207000,4,2.5,2100,2100
370000,4,2.5,2100,2100
475000,3,2.5,1460,1150
365000,2,1,990,990
411800,4,2.25,2190,1340
668000,5,3.5,3990,2710
618000,3,2.5,2340,2340
247500,4,2,2460,1230
345000,5,3,2080,1040
616300,3,2,1700,1700
348000,3,1.5,1330,1330
425000,3,2.5,1630,1630
850000,5,2.75,2920,1660
820000,5,2.75,2830,2830
832000,4,2.25,3190,3190
835000,3,1.75,1490,1490
350000,3,2.5,1630,1630
349000,4,2.5,2280,2280
1.13E+06,6,3.75,3010,2000
320000,3,2.5,1590,1590
150000,3,1,1250,1250
340000,3,1,1710,1310
785500,4,4,3280,3280
410500,4,2.5,3362,3362
580000,3,2.5,2200,2200
345000,2,1.5,830,830
550000,3,2.25,2160,1760
449500,4,3,2580,2580
300000,3,1,2150,2150
915000,4,2.5,3510,3510
1.58E+06,4,3.75,3810,3810
599000,4,2.75,2020,1010
755000,4,2.5,2120,1620
400000,3,1,1250,1250
133000,3,1,980,980
330000,4,1.5,1250,960
330000,4,1,1100,1100
375000,3,1.75,1330,710
485000,4,2.75,2560,1500
470000,4,2.5,1850,1210
1.05E+06,4,3,2790,1880
548800,4,1,1660,1260
315000,2,1,1080,720
590000,3,2,3030,2100
439950,4,2.5,2380,2380
325000,3,1.75,2250,2250
400000,2,1,880,880
685000,4,2.5,2770,2770
339950,3,2,1340,1340
315000,3,1.75,1660,1660
411753,3,2.5,1710,1710
577000,2,1.75,1620,1040
500000,3,1.75,1530,1530
210000,3,2,1440,1440
640000,4,1.75,2020,2020
460000,4,1.75,1870,1870
265000,2,1,620,620
740000,5,5,5774,4490
230000,3,1,1240,1240
315000,3,1.75,1890,1460
432000,3,1.75,2410,1410
467000,3,2.5,1530,1530
255000,5,3.75,2800,2800
316500,3,1.75,1460,1010
190000,4,2,1580,860
490000,3,2,1450,1450
378000,4,1.75,1990,1990
598800,6,4,4470,3230
333800,5,3,1980,1220
690000,4,2.5,2920,2920
320000,4,1.75,1660,830
